country_iso3,year,source,event_category,event_subtype,title,summary,mechanism,policy_direction,confidence,tags,url
COM,2003,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
COG,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
COG,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
COG,1996,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too low' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
COG,2001,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,2' to '1'.",This may affect legal access to abortion and reproductive autonomy.,restrictive,0.8,"[""abortion_grounds"", ""abortion""]",
COG,2013,un_wpp,gender_reproductive_rights,domestic_violence_policy,Domestic violence policy changed,"Domestic violence policy changed from '1,2' to '2'.",This may reflect broader reproductive rights and protection policies.,unknown,0.8,"[""domestic_violence_policies"", ""gender_reproductive_rights""]",
CRI,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
CRI,2011,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Lower' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
CRI,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
CRI,1996,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
CRI,2001,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
CRI,2001,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,2' to '1,2,3'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
HRV,2001,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Minor concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
HRV,2011,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
CUB,2011,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
CUB,2011,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
CYP,1986,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
CYP,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
CYP,1986,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'No support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
CYP,1996,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Direct support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
CYP,2005,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
CYP,2001,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
CYP,2005,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Major concern' to 'Minor concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
CYP,2001,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
CZE,2001,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
CZE,2001,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
CZE,2011,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
CZE,2011,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
CIV,1986,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
CIV,2001,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
CIV,2001,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
CIV,1996,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'No support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
CIV,2001,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
CIV,2013,un_wpp,gender_reproductive_rights,domestic_violence_policy,Domestic violence policy changed,"Domestic violence policy changed from '1,2' to '2'.",This may reflect broader reproductive rights and protection policies.,unknown,0.8,"[""domestic_violence_policies"", ""gender_reproductive_rights""]",
PRK,2005,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
PRK,2011,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
PRK,2005,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
COD,2013,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
COD,2011,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
COD,1986,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Direct support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
COD,1996,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
COD,2011,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
DNK,2011,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
DNK,2011,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
DNK,2001,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Direct support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
DNK,2011,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
DNK,2011,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Not a concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
DNK,2011,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'Yes' to 'No'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
DJI,2013,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
DJI,2001,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
DJI,2001,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'No support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
DJI,2007,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Minor concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
DJI,2011,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
DMA,2001,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Lower' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
DMA,2001,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
DMA,2005,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
DMA,2005,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
DOM,2009,un_wpp,abortion,legal_grounds,Abortion policy changed,Legal grounds for abortion changed from '1' to 'Not permitted'.,This may affect legal access to abortion and reproductive autonomy.,unknown,0.8,"[""abortion_grounds"", ""abortion""]",
DOM,2001,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
ECU,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
ECU,2005,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Lower' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
ECU,2009,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
ECU,2013,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
ECU,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
ECU,1996,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
ECU,2005,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
ECU,2001,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,2,4' to '1,2,3,4'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
ECU,2009,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,2,3,4' to '1,2'.",This may affect legal access to abortion and reproductive autonomy.,restrictive,0.8,"[""abortion_grounds"", ""abortion""]",
ECU,2011,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,2' to '1,2,3'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
EGY,2005,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Major concern' to 'Minor concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
EGY,2001,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
SLV,2005,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Lower' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
SLV,2005,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
SLV,2003,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
SLV,2003,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
GNQ,1986,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
GNQ,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
GNQ,1996,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too low' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
GNQ,2009,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'No support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
GNQ,2001,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1' to '1,2,3'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
ERI,2011,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,2,3' to '1,2,3,4,5'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
ERI,2013,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
EST,2001,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
EST,2003,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
EST,2001,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'No support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
EST,2005,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Minor concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
EST,2009,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Not a concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
EST,2005,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
EST,2009,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'Yes' to 'No'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
ETH,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
ETH,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
ETH,1986,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
ETH,2005,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,2' to '1,2,3,4,5'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
ETH,2005,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'Yes' to 'No'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
ETH,2011,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
FJI,2001,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
FJI,2001,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,2,3' to '1,2,3,6'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
FJI,2009,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,2,3,6' to '1,2,3,4,5'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
FJI,2011,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,2,3,4,5' to '1,2,3,4,5,6'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
FIN,1986,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
FIN,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
FIN,2001,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
FIN,2005,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
FIN,2007,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
FIN,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too low' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
FIN,2005,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
FIN,2007,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too low' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
FIN,2005,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
FRA,2001,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
FRA,2003,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
FRA,2007,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too low' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
FRA,1986,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Direct support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
FRA,1996,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'No support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
FRA,2001,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'No support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
FRA,2011,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
FRA,2005,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Major concern' to 'Minor concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
